estandar	dialectal	whisper
en	en	Yo
la	la	no
cocina	cocina	sé,
~.	~.	yo
Yo	Yo	a
no	no	platos
sé	sé	que
~.	~.	hacía
Yo	Yo	mi
~,	~,	abuela
platos	platos	por
que	que	ejemplo,
hacía	hacía	en
mi	mi	aquel
abuela	abuela	porque
~,	~,	era
por	por	aquí
ejemplo	ejemplo	mismo
~,	~,	en
en	en	el
aquel	aquel	centro,
~|	~|	subiendo
porque	porque	este
era	era	escalil,
aquí	aquí	que
mismo	mismo	es
en	en	ahí
el	el	mismo
centro	centro	era
~,	~,	el
¿~	¿~	caserío.
eh	eh	Y
~?	~?	no
~,	~,	tenía
subiendo	subiendo	enchapa,
estas	estas	era
escaleritas	escaleritas	el
ahí	ahí	fuego
mismo	mismo	bajo,
era	era	y
el	el	la
caserío	caserío	habilidad
y	y	que
no	no	tenía
~,	~,	mi
no	no	abuela
tenían	tenían	de
chapa	chapa	hacer
era	era	los
~…	~…	vizos
el	el	que
fuego	fuego	hacía,
bajo	bajo	yo
y	y	cuantas
la	la	veces
habilidad	habilidad	le
que	que	comento.
tenía	tenía	Es
mi	mi	que
abuela	abuela	es
de	de	muy
hacer	hacer	difícil
los	los	para
guisos	guisos	nosotros
que	que	allí
hacía	hacía	a
~…	~…	gachadita,
Yo	Yo	con
cuántas	cuántas	aquella
veces	veces	brasa,
le	le	y
comento	comento	cómo
~…	~…	guisaba,
a	a	el
		pantamen
Anonimizado	Anonimizado	hacía
		ella,
~.	~.	ahora
Es	Es	no
que	que	me
es	es	digas
muy	muy	cómo
difícil	difícil	hacía,
para	para	porque
nosotras	nosotras	yo
allí	allí	hace
~,	~,	muchos
agachadita	agachadita	años
~,	~,	que
con	con	murió,
aquella	aquella	y
brasa	brasa	no
y	y	te
cómo	cómo	puedo
guisaba	guisaba	decir,
~.	~.	pero
El	El	mi
pan	pan	guisaba
también	también	fenomenal.
hacía	hacía	Yo
ella	ella	soy
ahora	ahora	capaz
no	no	de
me	me	hacer
digas	digas	en
cómo	cómo	aquellas
hacía	hacía	condiciones,
porque	porque
yo	yo
hace	hace
muchos	muchos
años	años
que	que
murió	murió
y	y
no	no
te	te
puedo	puedo
decir	decir
~.	~.
Pero	Pero
guisaba	guisaba
fenomenal	fenomenal
~.	~.
[R-Ind]	[R-Ind]
Yo	Yo
no	no
soy	soy
capaz	capaz
de	de
hacer	hacer
en	en
~,	~,
en	en
aquellas	aquellas
condiciones	condiciones
~,	~,
¿~	¿~
entiendes	entiendes
~?	~?
