estandar	dialectal	whisper
Todos	Todos	todos
ahí	ahí	sabía
~,	~,	a
a	a	misas,
misa	misa	sí.
~,	~,	No,
sí	sí	no
~.	~.	había.
No	No	Antes
~,	~,	de
entonces	entonces	dar
no	no	algunos,
~,	~,	algunos
no	no	yo
había	había	al
~.	~.	sigo,
Antes	Antes	y
~,	~,	se
eh	eh	quedaría
~…	~…	perdón.
algunos	algunos	Ahora
~,	~,	como
alguno	alguno	ahora
igual	igual	no,
sí	sí	que
se	se	va,
quedaría	quedaría	todos
pero	pero	iban
no	no	a
~,	~,	misas.
ahora	ahora	Pues
~|	~|
como	como
ahora	ahora
no	no
~,	~,
qué	qué
va	va
~,	~,
todos	todos
iban	iban
a	a
misa	misa
~.	~.
Antes	Antes
sí	sí
~.	~.
