estandar	dialectal	whisper
Digo	Digo	Y
si	si	digo,
no	no	si
voy	voy	no
a	a	voy
lo	lo	a
mejó	mejó	ir
a	a	a
trabajar	trabajá	mojar
no	no	a
[HS:E1	[HS:E1	trabajar,
		No			No	no
le	le	le
pagan	pagan	pago,
~.	~.	no
		]			]	me
me	me	paga.
pagan	pagan	Tiento,
~.	~.	por
Yendo	Yendo	lo
~,	~,	menos
por	por	un
lo	lo	día
menos	menos	tengo
un	un	ya
día	día	po.
~,	~,	Y
tengo	tengo	entonces
ya	ya	fui
pos	pos	y
~|	~|	me
y	y	pagaron
entonces	entonces	las
fui	fui	semanas.
y	y	Yo
me	me	ya
pagaron	pagaron	fui
la	la	con
semana	semana	esta
~.	~.	idea,
Yo	Yo	digo
ya	ya	que
fui	fui	me
con	con	pagaron
toda	to	a
la	la	mi
idea	idea	y
~.	~.	la
Digo	Digo	se
aquí	aquí	van
me	me	a
pagan	pagan
a	a
mí	mí
la	la
semana	semana
entera	entera
~.	~.
