estandar	dialectal	whisper
|T14|	|T14|	Ya
ya	ya	estaba
estaba	estaba	preparado,
to	to	ya
preparao	preparao	la
~.	~.	novia
Si	Si	decía
no	no	que
quería	quería	no
~,	~,	vengan,
ya	ya	que
~,	~,	los
ya	ya	venía
~,	~,	odi,
ya	ya	se
la	la	quedan
novia	novia	ahí.
decía	decía	A
~:	~:	ver,
«~	«~	o
Que	Que	sea,
no	no	que
vengan	vengan	cuando
~,	~,	ya
que	que	estaba
los	los	todo,
míos	míos	estaba
dicen	dicen	todo
que	que	el
nanay	nanay	perreo
~»	~»	de
~,	~,	no
¿~	¿~	preparar,
sabes	sabes	para
~?	~?	que
[RISAS]	[RISAS]	fuera.
O	O	Era
sea	sea	ya
~,	~,	un
que	que	protocolo
cuando	cuando	que
ya	ya	había
estaba	estaba	que
~,	~,	hacer,
estaba	estaba	sino
to	to	porque
~…	~…	las
estaba	estaba	padres
to	to	decían
ya	ya	quién,
~,	~,	mientras
to	to	no
el	el	vengan
terreno	terreno	sus
preparao	preparao	padres,
~,	~,	aquí
pa	pa	ese
que	que	no
fueran	fueran	entra
~;	~;	aquí
era	era	a
ya	ya	las
un	un	cajas,
protocolo	protocolo	y
que	que	era
había	había	así,
que	que	ir
hacer	hacé	a
~.	~.	los
Si	Si	padres,
no	no	que
~,	~,	lo
pues	pues	único
no	no	que
~.	~.	hacían
Porque	Porque	era
los	los	hablar
padres	padres	de
decían	decían	los
~:	~:	delos
«~	«~	de
Quien	Quien	los
mientras	mientras	delos,
no	no	había
vengan	vengan	bien
sus	sus	adios,
padres	padres	y
aquí	aquí	ya
~,	~,	sabías
ese	ese	que
no	no	había
entra	entra	que
aquí	aquí	probar,
a	a	ya
la	la	podían
casa	casa	ver
~»	~»	tu,
~.	~.	y
[RISAS]	[RISAS]	así
Y	Y	era
era	era	la
así	así
~.	~.
Iban	Iban
los	los
padres	padres
~,	~,
que	que
lo	lo
único	único
que	que
hacían	hacían
era	era
hablar	hablar
de	de
lo	lo
que	que
les	les
venía	venía
bien	bien
a	a
ellos	ellos
~,	~,
y	y
ya	ya
sabías	sabías
que	que
a	a
partir	partir
de	de
a	a
otro	otro
día	día
ya	ya
podías	podías
entrar	entrá
tú	tú
~.	~.
Y	Y
así	así
era	era
la	la
vida	vida
~.	~.
