estandar	dialectal	whisper
|T8|	|T8|	una
Unas	Unas	vagona
vagonas	vagonas	de
de	de	una
unas	unas	salería,
galerías	galerías	una
~,	~,	salería
unas	unas	que
galerías	galerías	hacían
que	que	con
hacían	hacían	cintas
por	por	del
encima	cima	chorro
de	de	que
El_Chorro	El_Chorro	le
~,	~,	dicen
que	que	el
le	le	oye,
dicen	dicen	hacían
El	El	una
Hoyo	Hoyo	salería
~,	~,	para
hacían	hacían	que
unas	unas	me
galerías	galerías	pasara
pa	pa	los
que	que	canales
em-	em-	del
~,	~,	agua
pa	pa	y
que	que	entonces
pasara	empasara	mi
los	los	pares
canales	canales	acá
del	del	va
agua	agua	con
y	y	los
eso	eso	mulos,
~.	~.	se
Y	Y	acaba
entonces	entonces	las
mi	mi	vaguenetas,
padre	padre	con
sacaba	sacaba	los
con	con	escombros,
los	los	las
mulos	mulos	vaguenetas
~…	~…	de
~,	~,	hierro,
sacaba	sacaba	se
las	las	acaba
vagonetas	vagonetas	los
con	con	mulos,
los	los	se
escombros	escombros	acaba
~,	~,	los
las	las	mulos,
vagonetas	vagonetas	la
de	de	vagona
hierro	hierro	de
~.	~.	la
Sacaba	Sacaba	salería
los	los	para
mulos	mulos	vaciar
~,	~,	la
enganchaba	enganchaba	fuera
los	los	y
mulos	mulos	de
~,	~,	a
sacaba	sacaba	las
las	las	estúneas
vagonetas	vagonetas	y
pa	pa	una
vaciarlas	vacialas	vez
afuera	afuera	apartó
y	y	mi
dejar	dejá	pago
hacé	hacé	del
el	el	poblecito,
túnel	tune	apartó
~.	~.	a
Y	Y	cintas
una	una	que
vez	vez	pasara
se	se	la
apartó	apartó	bestia
mi	mi	con
padre	padre	la
~,	~,	vagona
el	el	y
pobrecito	pobrecito	se
~,	~,	pegó
se	se	a
apartó	apartó	un
así	así	poquillo,
~,	~,	a
pa	pa	veces
que	que	podía
pasara	pasara	pasar
la	la	y
bestia	bestia	la
con	con	vagona
la	la	y
vagoneta	vagoneta	la
~,	~,	parez
y	y	lepassa
se	se	un
pegó	pegó	expands
así	así	de
un	un	wideches,
poquillo	poquillo	no
~,	~,	capitamos
a	a	спасamientos,
vé	vé	cari
si	si	estro
podía	podía	millennia
pasar	pasá	que
~,	~,
y	y
la	la
vagoneta	vagoneta
y	y
la	la
pared	paré
le	le
hundieron	hundieron
el	el
pecho	pecho
por	por
la	la
espalda	espalda
~,	~,
sí	sí
~.	~.
Y	Y
de	de
ahí	ahí
pa	pa
acá	acá
vino	vino
a	a
morir	morí
[A-Inn]	[A-Inn]
~.	~.
A	A
mi	mi
madre	madre
no	no
le	le
dieron	dieron
ni	ni
una	una
chica	chica
ni	ni
la	la
ayudaron	ayudaron
a	a
na	na
ni	ni
na	na
~…	~…
Sí	Sí
y	y
todo	to
eso	eso
~,	~,
todo	to
eso	eso
lo	lo
tengo	tengo
yo	yo
~…	~…
