estandar	dialectal	whisper
[R-Inf]	[R-Inf]	Es
Y	Y	más
~,	~,	legal
y	y	que
hacían	hacían	la
así	así	IMIE
~.	~.	se
[R-Inf]	[R-Inf]	sede
[HS:I1	[HS:I1	muy
		Los			Los	ந
armarios	armarios	dove
[A-Inn]	[A-Inn]	de
~.	~.	descarguRock
		]			]	y
Del	Del	que
pico	pico	que
hasta	hasta	la
la	la	valt
[A-Inn]	[A-Inn]	overcome
~.	~.	thin
~¡~	~¡~	lo
Oy	Oy	que
~,	~,	el
qué	qué	casas
blanda	blanda	div
está	está	중에
~!	~!	el
[HS:I1	[HS:I1	occurrence
		Sí			Sí
~.	~.
		]			]
Y	Y
a	a
veces	veces
escorpinar	escorpinar
un	un
poco	poco
~,	~,
[HS:I1	[HS:I1
		Eso			Eso
las	las
almohadas	almohadas
~.	~.
		]			]
si	si
que	que
quedaban	quedaban
un	un
poco	poco
~…	~…
~,	~,
[A-PIn:	[A-PIn:
		escorpinar			escorpinar
las	las
almohadas	almohadas
entonces	entonces
~…	~…
		]			]
