estandar	dialectal	whisper
Barbacoas	Barbacoas	La
~,	~,	costa
pa	pa	de
hacer	hacer	barba
barbacoas	barbacoas	cogas,
~,	~,	la
[HS:E2	[HS:E2	gente
		[Asent]			[Asent]	que
~.	~.	otra
		]			]	vez
la	la	que
gente	gente	pues
pues	pues	se
otra	otra	lo
vez	vez	hagas
~,	~,	viendo
pues	pues	mucho.
están	están	Como
haciendo	haciendo	Liemann.
muchos	muchos	Sendo
~,	~,	raso,
¿~	¿~	ya
cómo	cómo	no
le	le	más
llaman	llaman	que
~?	~?	en
[L-Otra:	[L-Otra:	el
		Txondorra			Txondorra	chandurra.
		]			]	No
se	se	más
llama	llama	que
en	en	en
vascuence	vascuence	el
~,	~,	día
[L-Otra:	[L-Otra:	de
		txondorra			txondorra	chandurra.
		]			]	La
~,	~,	que
en	en	estoy
vascuence	vascuence	lleno
se	se	no
llama	llama	más
[L-Otra:	[L-Otra:
		txondorra			txondorra
		]			]
y	y
en	en
castellano	castellano
~,	~,
no	no
me	me
acuerdo	acuerdo
~.	~.
