estandar	dialectal	whisper
Claro	Claro	y
~,	~,	a
y	y	la
Alemania	Alemania	manera
~,	~,	que
le	le	se
pasó	pasó	le
igual	igual	pasaba,
~.	~.	y
Y	Y	en
España	España	España
~,	~,	ahora
ahora	ahora	sí
si	si	me
no	no	habíamos
hubiéramos	hubiéramos	venido,
venido	venido	que
~,	~,	pasaría,
¿~	¿~	tienes
qué	qué	por
pasaría	pasaría	ahí
~?	~?	muchos,
Tenéis	Tenís	o
por	por	un
áhi	áhi	colquete
muchas	muchas	de
~,	~,	Aparaito,
aun	aun	de
quedan	quedan	Estardes
por	por	y
ahí	áhi	Unirón
dos	dos	de
~,	~,	Sudamérica
de	de	y
estas	estas	Paráis,
[A-Inn]	[A-Inn]	¿no
de	de	sabe?
Sudamérica	Sudamérica	Pues
y	y	oye,
por	por	esas
ahí	áhi	si
~,	~,	no
¿~	¿~	cuidieran
sabes	sabes	a
~?	~?	los
[HS:E2	[HS:E2	viejos,
		[Asent]			[Asent]	no
~.	~.	los
		]			]	cuidarían
Pues	Pues	a
oye	oye	día,
~,	~,	porque
esas	esas	en
~,	~,	España,
si	si	y
no	no	al
cuidaran	cuidaran	trabajo,
a	a	duró
los	los	ya
viejos	viejos	no
~,	~,	los
no	no	querían
las	las	a
cuidaría	cuidaría	día.
nadie	nadie	Todos
~.	~.	sus
Porque	Porque	niños,
en	en	nuestros
España	España	anjeros
~,	~,	están
y	y	de
áhi	áhi	pastores
al	al	y
trabajo	trabajo	en
duro	duro	el
ya	ya	campo,
no	no	pero
los	los	saben
quería	quería	lo
nadie	nadie	que
~.	~.	ahora
Todos	Tos	todavía
esos	esos	no
que	que	da
son	son	el
extranjeros	extranjeros	jefe
están	están	del
de	de	campo,
pastores	pastores	vienen
~,	~,	al
y	y	campo,
en	en	saben
el	el	los
campo	campo	traint
~.	~.	con
[HS:E1	[HS:E1	papeles,
		Sí			Sí	pero
~.	~.	en
		]			]	cuanto
¿~	¿~	tienen
Pero	Pero	ocasión
sabes	sabes	de
lo	lo	buscar
que	que	a
hablaba	hablaba	todos
el	el	los
otro	otro	trabajos,
día	día	las
uno	uno	familias
del	del	se
jefe	jefe	van
del	del	antes,
campo	campo	¿qué
~?	~?	ven
Vienen	Vienen	de
al	al
campo	campo
~,	~,
¿~	¿~
sabes	sabes
~?	~?
Los	Los
traen	traen
con	con
papeles	papeles
~,	~,
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
pero	pero
en	en
cuanto	cuanto
tienen	tienen
ocasión	ocasión
de	de
buscar	buscar
otro	otro
trabajo	trabajo
~,	~,
~¡~	~¡~
hacen	hacen
bien	bien
~!	~!
~,	~,
se	se
van	van
~.	~.
~¡~	~¡~
Si	Si
es	es
ley	ley
de	de
vida	vida
~,	~,
eso	eso
~!	~!
[R-Vhc]	[R-Vhc]
