estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	porque
pagaban	pagaban	es
~,	~,	una
porque	porque	vecina
eso	eso	o
eran	eran	aquí
vecinas	vecinas	el
o	o	pueblo
~…	~…	es
Aquí	Aquí	como
en	en	una
el	el	familia.
pueblo	pueblo	Que
es	es	era
como	como	mucha
una	una	deshabilidad,
familia	familia	no
todos	tos	me
~.	~.	dio
[HS:E1	[HS:E1	ese
		[Asent]			[Asent]	leje
~.	~.	de
		]			]	mi
Pero	Pero	alma,
muchas	munchas	porque
dicen	dicen	ya
~:	~:	te
«~	«~	digo
Anda	Anda	a
que	que	mí,
no	no	me
ha	ha	liberó
bebío	bebío	a
ese	ese	otro
leche	leche	día
de	de	de
mí	mí	la
~;	~;	noche
anda	anda	porque
que	que	no,
no	no	el
~…	~…	caño
~»	~»	sirro,
~.	~.	decía
Porque	Porque	el
claro	claro	médico.
~,	~,	Hay
el	el	que
pe-	pe-	usarlo
~,	~,	y
ya	ya	eso,
te	te	digo,
digo	digo	vuestro
~,	~,	se
a	a	liberó.
mí	mí	En
~…	~…	eso
Veía	Veía	sí
el	el	tenía
biberón	biberón	suerte,
a	a	porque
los	los	en
dos	dos	todos
días	días	los
de	de	partos
nacer	nacé	pagaba
porque	porque	yo,
no	no	pagábamos
~…	~…	el
«~	«~	dueño,
Caños	Caños	porque
ciegos	ciegos	tenía
~»	~»	mi
~,	~,	obra
decía	decía	de
el	el	esta
médico	médico	película,
~.	~.	de
Eso	Eso	la
hay	hay	ingenuera
que	que	y
punzarlo	punzalo	pagaba
y	y	una
eso	eso	familia
~…	~…	de
Digo	Digo	mujeres,
~:	~:	que
«~	«~	era
Pues	Pues	una
entonces	entonces	antigada
~,	~,	en
biberones	biberones	Barazo
~»	~»	y
~.	~.	el
[HS:E1	[HS:E1	día
		[Asent]			[Asent]	de
~.	~.	otra
		]			]	vez
¿~	¿~	ya
Ves	Ves	no
~?	~?	llegaba
Yo	Yo	al
~,	~,	parto,
[OTRAS-EM]	[OTRAS-EM]	lo
en	en	que
eso	eso	empezamos
sí	sí	por
tenía	tenía	teléfono,
suerte	suerte	se
porque	porque	venía
en	en	a
todos	tos	la
los	los	hospital
partos	partos	y
pagaba	pagaba	ya
yo	yo	estaba
~,	~,	el
pagábamos	pagábamos	conmigo
nosotros	nosotros	hasta
el	el	que
médico	médico	miraba
~,	~,	allá
[R-Ind]	[R-Ind]	de
[HS:E1	[HS:E1	que
		[Asent]			[Asent]	para
~.	~.	el
		]			]	niño
porque	porque	eso.
me	me	En
daba	daba	ese
miedo	mieo	momento
de	de	los
~,	~,	niños
de	de	se
~…	~…	me
Estaba	Estaba	costaban
allí	allí	para
con	con	dormir
las	las	pesetas
enfermeras	enfermeras	y
y	y	a
~,	~,	todo
y	y	eso
pagábamos	pagábamos	era
un	un	mirando,
médico	médico	a
que	que	veces
había	había	era
de	de	un
mujeres	mujeres	dinerah,
~,	~,	aquí
que	que	ve
~,	~,	y
que	que	lo
durante	durante	venía
la	la	yo,
~,	~,	luego
el	el	500
embarazo	embarazo	pesetas,
y	y	hacié
~,	~,	tu
y	y	navila
me	me	de
veía	vía	mandada,
dos	dos	siempre
o	o	tiene
tres	tres	a
veces	veces	ti
~,	~,	navilla
y	y	en
ya	ya	el
cuando	cuando	moledir,
ahora	ara	cuptimeta
llegaba	llegaba	peseta,
el	el	así
parto	parto	la
pos	pos	mitad
lo	lo	bonita,
avisábamos	avisábamos	le
por	por	quedamos
teléfono	teléfono	el
y	y	dinero
se	se	en
venía	venía	el
ahí	ahí
al	al
hospital	hospitá
~,	~,
y	y
ya	ya
estaba	estaba
él	él
conmigo	conmigo
hasta	hasta
que	que
~…	~…
terminaba	terminaba
ya	ya
de	de
preparar	prepará
el	el
niño	niño
y	y
eso	eso
~.	~.
[A-Inn]	[A-Inn]
si	si
nos	nos
costaba	costaba
un	un
par	par
de	de
mil	mil
pesetas	pesetas
~…	~…
Ya	Ya
to	to
eso	eso
~,	~,
ahora	ahora
mirando	mirando
~,	~,
eso	eso
era	era
un	un
dineral	dinerá
antes	antes
~,	~,
hija	hija
~.	~.
Hay	Hay
que	que
ver	vé
lo	lo
~,	~,
lo	lo
qu'han	qu'han
hecho	hecho
con	con
el	el
dinero	dinero
~.	~.
Lo	Lo
ves	ves
~,	~,
con	con
quinientas	quinientas
pesetas	pesetas
~,	~,
hacías	hacías
tú	tú
una	una
pila	pila
de	de
mandados	mandaos
~.	~.
Siempre	Siempre
tenías	tenías
dinerillo	dinerillo
en	en
el	el
monedero	monedero
~.	~.
«~	«~
Uy	Uy
~,	~,
quinientas	quinientas
pesetas	pesetas
~»	~»
~.	~.
Y	Y
ahora	ahora
con	con
tres	tres
euros	euros
~,	~,
¿~	¿~
qué	qué
haces	haces
~,	~,
hija	hija
~?	~?
Si	Si
es	es
que	que
ha	ha
sío	sío
~,	~,
[OTRAS-EM]	[OTRAS-EM]
~,	~,
la	la
mitad	mitá
por	por
mitá	mitá
~,	~,
de	de
~,	~,
de	de
~,	~,
de	de
quitarnos	quitanos
el	el
dinero	dinero
~,	~,
cojones	cojones
~.	~.
