estandar	dialectal	whisper
Mira	Mira	Me
~,	~,	dan
han	han	esta
estao	estao	aquí
aquí	aquí	hoy
hoy	hoy	los
los	los	veterinarios
veterinarios	veterinarios	que
que	que	son
son	son	de...
de	de	de
~…	~…	a
~,	~,	la
de	de	Ejo,
Alaejos	Alaejos	me
~,	~,	parece.
me	me	Sí.
parece	parece	Ya
~,	~,	la
sí	sí	Ejo
~.	~.	y
De	De	nada
Alaejos	Alaejos	más
~,	~,	ha
y	y	hecho
na	na	que
más	más	entra
han	han	de
hecho	hecho	ser
que	que	un
entrar	entrar	matrimonio
~,	~,	y
debe	debe	se
de	de	han
ser	ser	quedado
un	un	dice
matrimonio	matrimonio	más.
~,	~,	Dice,
y	y	voy
se	se	a
han	han	un
quedao	quedao	orcer,
~,	~,	dos
dice	dice	señores.
~:	~:	Es
«~	«~	que
~¡~	~¡~	no
Madre	Madre	esté
~!	~!	por
~»	~»	lo
~,	~,	más
dice	dice	tiene
~:	~:	cerdos
«~	«~	grandes.
Vaya	Vaya	No
unos	unos	sé
cerdos	cerdos	por
~,	~,	qué
señora	señora	ven.
~»	~»	Es
~,	~,	que
dice	dice	dos
~:	~:	que
«~	«~	hemos
¿~	¿~	visto
Es	Es	y
que	que	no
en	en	sé,
este	este	es
pueblo	pueblo	que
na	na	han
más	más	matado
tienen	tienen	en
cerdos	cerdos	casa
grandes	grandes	de
~?	~?	unos
~»	~»	cuñados
~,	~,	míos,
[HS:E2	[HS:E2	una
		[A-Inn]			[A-Inn]	acerda,
		]			]	pues
dice	dice	que
~:	~:	la
«~	«~	sacará,
Porque	Porque	a
es	es	lo
que	que	mejor
dos	dos	toda
~,	~,	la
dos	dos	cabeza,
que	que	este
hemos	hemos	mío.
visto	visto	No
~,	~,	daPs
y	y	y
no	no	Donates,
sé	sé	nada
~»	~»
~.	~.
Es	Es
que	que
han	han
ma-	ma-
~,	~,
han	han
matao	matao
en	en
casa	casa
de	de
unos	unos
cuñaos	cuñaos
míos	míos
una	una
cerda	cerda
~,	~,
pues	pues
que	que
la	la
sacará	sacará
~,	~,
a	a
lo	lo
mejor	mejor
~,	~,
toda	toda
la	la
cabeza	cabeza
a	a
este	este
mío	mío
~,	~,
¿~	¿~
eh	eh
~?	~?
[HS:E4	[HS:E4
		O			O
sea	sea
~,	~,
que	que
~,	~,
		]			]
Una	Una
cerda	cerda
~.	~.
