estandar	dialectal	whisper
Que	Que	¿Qué
me	me	nos
saquen	saquen	saca
en	en	de
la	la	la
tele	tele	tele?
~,	~,	No,
~¡~	~¡~	no,
eh	eh	no,
~!	~!	no.
[HS:I2	[HS:I2	¡No,
		Si			Si	no,
no	no	no!
tienen	tienen	¡No,
los	los	no,
derechos	derechos	no,
no	no	no,
te	te	no!
[A-Inn]	[A-Inn]	¡No,
~.	~.	no,
		]			]	no,
que	que
los	los
~…	~…
~,	~,
los	los
~…	~…
~,	~,
que	que
los	los
denuncio	denuncio
[HS:E1	[HS:E1
		[RISAS]			[RISAS]
		]			]
[Rndo:	[Rndo:
		si			si
salgo	salgo
[A-PIn:	[A-PIn:
		en			en
algo	algo
		]			]
de	de
la	la
tele	tele
~.	~.
		]			]
