estandar	dialectal	whisper
La	La	aquí
siega	siega	llega
con	con	con
las	las	la
hoces	hoces	oce,
~,	~,	un
[R-Mcr]	[R-Mcr]	hombre
un	un	puesto
hombre	hombre	con
puesto	puesto	un
con	con	arroma
una	una	y
[A-Inn]	[A-Inn]	aquí
y	y	una
aquí	aquí	cosa
una	una	para
cosa	cosa	no
pa	pa	cortarse
no	no	y
~…	~…	aquí
cortarse	cortarse	llevaba
~.	~.	un
Y	Y	de
aquí	aquí	ahí
llevaban	llevaban	y
un	un	aquí
~…	~…	otro
dedil	deí	que
y	y	otro
aquí	aquí	no
otro	otro	en
~,	~,	esta
aquí	aquí	más,
otro	otro	las
~,	~,	manos
aquí	aquí	quedan
otro	otro	porque
más	más	con
~.	~.	esta
Esta	Esta	le
más	más	daba
~,	~,	la
en	en	oce
la	la	así
mano	mano
izquierda	izquierda
~,	~,
porque	porque
con	con
esta	esta
le	le
daban	daban
las	las
hoces	hoces
~.	~.
