estandar	dialectal	whisper
|T9|	|T9|	Yo
Tonces	Tonces	he
mis	mis	medido,
tíos	tíos	os
dijeron	dijeron	dijeron
que	que	que
no	no	no,
~.	~.	si
Que	Que	yo
yo	yo	me
me	me	iba
iba	iba	con
con	con	ellos,
ellos	ellos	yo
~.	~.	estaba
Yo	Yo	con
estaba	estaba	mis
con	con	tíos,
mis	mis	al
tíos	tíos	corte
~,	~,	de
al	al	la
corte	corte	madera,
de	de	al
la	la	corta
madera	madera	madera,
~,	~,	cambió
[TOS]	[TOS]	más,
a	a	y
cortar	cortar	yo
madera	madera	me
en	en	iba
[TOS]	[TOS]	por
camiones	camiones	ahí,
~,	~,	estaba
y	y	la
yo	yo	empresa,
me	me	y
iba	iba	entonces
por	por	yo
ahí	ahí	vivía
y	y	de
estaba	estaba	mis
en	en	tíos.
la	la	Esto
empresa	empresa	era
~,	~,	la
y	y	oficina,
entonces	entonces	esta
yo	yo	salitará
vivía	vivía	a
de	de	la
mis	mis	oficina,
~|	~|	ya
de	de	ves
~…	~…	tú,
~|	~|	esto
con	con	era
mis	mis	la
tíos	tíos	oficina,
~.	~.	aquí
Esto	Esto	venían
era	era	las
la	la	discusiones
oficina	oficina	todas
~,	~,	las
este	este	noches
~|	~|	de
es-	es-	mis
~,	~,	tíos,
esta	esta	estas
salita	salita	tú
era	era	fanostaba,
la	la	esto
oficina	oficina	era
~.	~.	más
Ya	Ya	arriba,
ves	ves	ves
tú	tú	el
~,	~,	corte,
esto	esto	esto
era	era	era
la	la	fuego
oficina	oficina	en
~.	~.	tierra,
Aquí	Aquí	y
venían	venían	aquí
las	las	venían
discusiones	discusiones	las
todas	todas	discusiones
las	las	de
noches	noches	la
~,	~,	empresa,
de	de	y
mis	mis	a
tíos	tíos	te
~.	~.	digo
Esta	Esta	bueno,
estufa	estufa	la
no	no	oficina,
estaba	estaba	es
~,	~,	esta
esto	esto	malo
era	era	oficina,
más	más	pero
arriba	arriba	aquí
~,	~,	era
¿~	¿~	el
ves	ves	familiar,
el	el	aquí
corte	corte	venían
~?	~?	las
Esto	Esto	discusiones,
era	era	aquí
fuego	fuego	a
en	en	mi
tierra	tierra	casa,
~,	~,	y
y	y	yo
aquí	aquí	vivía
venían	venían	con
las	las	mis
discusiones	discusiones	tíos,
de	de	me
la	la	dominaban,
empresa	empresa	yo
~.	~.	mandaban
Ya	Ya	mis
te	te	tíos,
digo	digo	mandaban
~,	~,	conmigo,
bueno	bueno	y
~,	~,	yo
las	las	me
oficinas	oficinas	iba
estaban	estaban	a
las	las	morrallar,
oficinas	oficinas	me
~,	~,	iba
pero	pero	a
aquí	aquí	morrallar,
el	el	me
~…	~…	iba
~,	~,	a
el	el	morrallar,
familiar	familiar	y
aquí	aquí	mi
venían	venían	padre
las	las	era
discusiones	discusiones	y
aquí	aquí	a
a	a	los
mi	mi	sabados
casa	casa	de
~.	~.	los
Y	Y	domingos,
yo	yo	conmigo
vivía	vivía	también,
con	con	siempre
mis	mis	que
hijos	hijos	no,
~,	~,	ya
[OTRAS-EM]	[OTRAS-EM]	faltaban
con	con	preso,
mis	mis
tíos	tíos
~.	~.
Mis	Mis
tíos	tíos
me	me
dominaban	dominaban
~,	~,
y	y
yo	yo
~…	~…
mandar	mandar
~…	~…
mis	mis
tíos	tíos
mandaban	mandaban
conmigo	conmigo
~.	~.
«~	«~
	
Anonimizado	Anonimizado
	
~,	~,
vámonos	vámonos
allá	allá
~,	~,
	
Anonimizado	Anonimizado
	
~,	~,
vámonos	vámonos
acá	acá
~,	~,
	
Anonimizado	Anonimizado
	
~,	~,
vámonos	vámonos
allí	allí
~»	~»
~.	~.
Y	Y
mi	mi
padre	padre
era	era
ya	ya
los	los
sábados	sábados
y	y
domingos	domingos
~,	~,
cuando	cuando
yo	yo
terminaba	terminaba
en	en
la	la
empresa	empresa
~,	~,
siempre	siempre
que	que
no	no
hacía	hacía
falta	falta
en	en
la	la
empresa	empresa
~,	~,
¿~	¿~
eh	eh
~?	~?
