estandar	dialectal	whisper
Sí	Sí	y
~,	~,	se
hermandad	hermandad	venden
se	se	a
le	le	unas
llamaba	llamaba	empresas
~,	~,	carnicas
sí	sí	del
~,	~,	ganado,
incluso	incluso	o
~,	~,	sea,
pues	pues	o
~,	~,	sea,
no	no	se
es	es	vendían
como	como	en
hoy	hoy	los
en	en	materiales
día	día	comunales
que	que	que
se	se	eran
va	va	el
al	al	mismo
matadero	matadero	pueblo
y	y	cercanos
se	se	y
vende	vende	se
a	a	ha
unas	unas	un
empresas	empresas	ganado
cárnicas	cárnicas	por
el	el	en
ganao	ganao	el
~,	~,	monte
lo	lo	pastando,
que	que	se
sea	sea	rompió
~,	~,	a
entonces	entonces	una
generalmente	generalmente	parte
se	se	o
vendía	vendía	sea,
en	en	tenía
mataderos	mataderos	un
comunales	comunales	mal,
que	que	entonces
eran	eran	se
del	del	traía
mismo	mismo	un
pueblo	pueblo	carnesero
o	o	al
cercanos	cercanos	que
y	y	se
si	si	dio,
a	a	se
un	un	mutaba
ganao	ganao	al
por	por	ganado
el	el	y
monte	monte	se
pastando	pastando	repartía
o	o	en
lo	lo	tantas
que	que	partes,
sea	sea	como
se	se	eran
rompía	rompía	los
una	una	dos
pata	pata	de
o	o	la
un	un	arbandada
~,	~,	y
lo	lo	no
que	que	perdían
sea	sea	entre
~,	~,	todos,
tenía	tenía	algo
un	un	nada,
mal	mal	propietario
~,	~,	de
entonces	entonces	la
~,	~,	vaca
eh	eh	y
~,	~,	se
se	se	abandaban
traía	traía	en
a	a	importe,
a	a	apuesto
un	un	que
mat-	mat-	lojí,
~,	~,	no
a	a	había
un	un	beneficía,
carnicero	carnicero	sino
al	al	nada,
caserío	caserío	pero
~,	~,	no
se	se	perdía
mataba	mataba
el	el
ganao	ganao
y	y
se	se
repartía	repartía
en	en
tantas	tantas
partes	partes
como	como
eran	eran
los	los
~,	~,
los	los
de	de
la	la
hermandad	hermandad
y	y
no	no
perdían	perdían
~,	~,
entre	entre
todos	todos
abonaban	abonaban
al	al
propietario	propietario
de	de
la	la
~|	~|
del	del
gana-	gana-
~,	~,
de	de
la	la
vaca	vaca
esa	esa
~,	~,
la	la
abonaban	abonaban
el	el
importe	importe
a	a
~,	~,
a	a
costo	costo
~,	~,
claro	claro
~,	~,
lógico	lógico
~,	~,
nada	nada
de	de
asar	asar
nada	nada
~,	~,
pero	pero
pa	pa
que	que
no	no
perdería	perdería
todo	todo
~.	~.
