estandar	dialectal	whisper
Y	Y	Y
luego	luego	supervised,
~,	~,	se
pues	pues	iba
eso	eso	a
~,	~,	eliminar.
se	se	Todas
le	le	verá
iba	iba	para
criando	criando	que
~,	~,	laña
las	las	brotha
cerdas	cerdas	memos.
era	era	Y
para	para	desde
criarle	criarle	hace
los	los	a
gorrinillos	gorrinillos	ver
chiqui-	chiqui-	no
~,	~,	me
chiquitines	chiquitines	daban
~.	~.	un
Y	Y	parlos
el	el	para
esos	esos	quedarme
~,	~,
de	de
pequeños	pequeños
~,	~,
o	o
se	se
vendían	vendían
o	o
se	se
dejaban	dejaban
pa	pa
engorde	engorde
~,	~,
y	y
después	después
de	de
engordar	engordar
sacaban	sacaban
~,	~,
sacaban	sacaban
~…	~…
[HS:E2	[HS:E2
		¿~			¿~
Y	Y
cómo	cómo
~,	~,
cómo	cómo
		]			]
