estandar	dialectal	whisper
[A-Inn]	[A-Inn]	¡No,
que	que	por
viene	viene	la
a	a	escuridante,
hacer	hacer	un
una	una	poco,
matanza	matanza	¿no?
~.	~.	No,
[RISAS]	[RISAS]	no.
Pero	Pero	No,
~…	~…	no,
ahora	ahora	no.
está	está	No,
todo	todo	no,
~…	~…	no,
solo	solo	no.
quedan	quedan	No,
los	los	no,
chorizos	chorizos	no,
de	de	no.
casa	casa	No,
y	y	no,
eso	eso	no,
~,	~,	no.
[A-Pau:	[A-Pau:	No,
		y			y	no,
morcilla	morcilla	no.
~,	~,	No,
también	también	no,
morcilla	morcilla
~.	~.
		]			]
Pero	Pero
vamos	vamos
~,	~,
se	se
acabó	acabó
todo	todo
~…	~…
