estandar	dialectal	whisper
Pero	Pero	y
luego	luego	por
ya	ya	la聽ación
cuando	cuando	Laätta,
estaban	estaban	si
las	las	no
morcillas	morcillas	fue
y	y	solo
los	los	Lo
chorizos	chorizos	charbió
secos	secos	la
~,	~,	camisa
se	se	Te
le	le	olvidalausa
~…	~…	No
pasaba	pasaba	se
con	con	les
un	un	daba
[HS:I1	[HS:I1	mucho
		Un			Un	¡¿Por
trapico	trapico	qué
de	de	hasta
aceite	aceite	nada
y	y	stopping
se	se	lo
guardaba	guardaba	que
en	en	Recordsaba!
~,	~,	No
en	en	pernah
cañas	cañas	Lleva
~.	~.
		]			]
un	un
trapico	trapico
de	de
aceite	aceite
~,	~,
con	con
aceite	aceite
[A-Inn]	[A-Inn]
~.	~.
Pero	Pero
que	que
en	en
aquellos	aquellos
años	años
~…	~…
no	no
duraba	duraba
mucho	mucho
tampoco	tampoco
~.	~.
[RISAS]	[RISAS]
[Rndo:	[Rndo:
		No			No
duraba	duraba
mucho	mucho
tiempo	tiempo
~,	~,
la	la
matanza	matanza
~.	~.
		]			]
