estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	no.
~,	~,	Ahora,
no	no	a
~,	~,	veces
no	no	si
~.	~.	tenías
Ahora	Ahora	que
~,	~,	hacer
a	a	algún
veces	veces	algo,
si	si	por
~…	~…	ejemplo,
~,	~,	y
[R-Inf]	[R-Inf]	la
eh	eh	regalaba
si	si	a
tenías	tenías	su
que	que	mamantequilla,
agradecer	agradecer	pues
a	a	la
alguno	alguno	había
algo	algo	regalado
~,	~,	en
por	por	el
ejemplo	ejemplo	coserüeno,
~,	~,	¿no?
y	y
le	le
regalabas	regalabas
una	una
mantequilla	mantequilla
~,	~,
pues	pues
era	era
como	como
~…	~…
le	le
habías	habías
regalao	regalao
una	una
cosa	cosa
buena	buena
~,	~,
¿~	¿~
eh	eh
~?	~?
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
porque	porque
en	en
fin	fin
~…	~…
[R-Inf]	[R-Inf]
