estandar	dialectal	whisper
Pues	Pues	El
salitro	salitro	litro
no	no	no
sé	sé	se
~,	~,	pique,
pide	pide	el
salitro	salitro	litro
en	en	en
las	las	las
tiendas	tiendas	tiendas
de	de	de
estas	estas	vista,
de	de	hace
ultramarinos	ultramarinos	un
~,	~,	ramadino
te	te	que
lo	lo	lo
dan	dan	dan,
~,	~,	no
no	no	se
sé	sé	que
qué	qué	afectó,
efecto	efecto	tiene,
tiene	tiene	se
~,	~,	suele
pues	pues	dar
eso	eso	la
~,	~,	gópola
el	el	y
darlo	darlo	a
algo	algo	jamón
color	color	te
~,	~,	hagas
y	y	el
el	el	asalto.
jamón	jamón	Se
también	también	me
se	se	solamente
le	le	punktaron
da	da
salitro	salitro
~.	~.
También	También
¿~	¿~
quieres	quieres
saber	saber
cómo	cómo
saca	saca
el	el
jamón	jamón
~?	~?
