estandar	dialectal	whisper
En	En	en
el	el	el
~,	~,	merre
en	en	Julio,
el	el	¿cuál
~…	~…	es
en	en	el
el	el	Heróso?
mes	mes	El
de	de	Heróso,
julio	julio	el
~,	~,	Heróso,
¿~	¿~	el
cuál	cuál	Heróso,
es	es	el
~?	~?	Heróso,
Enero	Enero	y
~,	~,	vale
febrero	febrero	a
~,	~,	giros
mar-	mar-	el
~,	~,	tantos.
en	en	El
el	el	7
mes	mes	que
de	de	se
julio	julio	hace,
~.	~.	el
Enero	Enero	7.
~,	~,	El
febrero	febrero	7
~,	~,	en
es	es	el
que	que	V.
voy	voy	Le
al	al	mando
mes	mes	camionoso
~,	~,	el
iba	iba	uμα
a	a	de
deciros	deciros	ab
el	el	320
tantos	tantos
~.	~.
El	El
siete	siete
quizá	quizá
sea	sea
el	el
julio	julio
~.	~.
[HS:E1	[HS:E1
		Sí			Sí
~,	~,
el	el
siete	siete
~.	~.
		]			]
El	El
siete	siete
del	del
venti-	venti-
~,	~,
en	en
el	el
año	año
venticinco	venticinco
~.	~.
