estandar	dialectal	whisper
Y	Y	y
~,	~,	esto
y	y	que
~,	~,	me
y	y	gustaría,
nos	nos	bueno,
~,	~,	como
y	y	se
usted	usted	hacía
presenciaría	presenciaría	la
~,	~,	mantancia,
por	por	no
ejemplo	ejemplo	se
~,	~,	puede
pues	pues	contar
cómo	cómo	un
se	se	poco
hacía	hacía	como
la	la	se
matanza	matanza	hacía
~,	~,	como
¿~	¿~	mataban
nos	nos
podría	podría
contar	contar
un	un
poco	poco
[HS:I2	[HS:I2
		Bueno			Bueno
~…	~…
		]			]
cómo	cómo
se	se
hacía	hacía
~,	~,
cómo	cómo
mataban	mataban
~,	~,
cómo	cómo
[HS:I2	[HS:I2
		Bueno			Bueno
~,	~,
pues	pues
se	se
mataba	mataba
		]			]
harían	harían
~…	~…
~?	~?
