estandar	dialectal	whisper
Mira	Mía	¡Oh!
~.	~.	¡Mía!
Ahí	Ahí	Ay,
arriba	arriba	arriba
también	también	también.
tienen	tienen	¿Quién
ovejas	ovejas	es,
~.	~.	¿no?
Echan	Echan	¿Vos?
~,	~,	¿Dechan?
luego	luego	Lo
van	van	van
de	de	de
la	la	la
carretera	carretera	carretera
y	y	y
vigilan	vigilan	vi
de	de	fila
la	la	de
carretera	carretera	la
[RISAS]	[RISAS]	carretera.
o	o	¡Jlight-Santa
los	los	mocha
pastores	pastores	dethmó
de	de	de
aquí	aquí	lamontillo
~,	~,	y
o	o	van
sea	sea	a
~.	~.	echarlo
No	No	a
~,	~,
no	no
~.	~.
