estandar	dialectal	whisper
Porque	Porque	Porque
aquí	aquí	aquí
~,	~,	las
aquí	aquí	pasamos
la	la	mal,
pase-	pase-	pero
~,	~,	no
las	las	te
pasemos	pasemos	he
mal	mal	sido
~,	~,	lo
pero	pero	espaciano.
en	en	Cuando
otros	otros	la
sitios	sitios	guerra,
las	las	un
pasaban	pasaban	pasaron
peor	peor	más
~,	~,	hambre
cuando	cuando	que
la	la	nosotros.
guerra	guerra	Nosotros
~,	~,	son
aún	aún	que
pasaron	pasaron	inquiéramos
más	más	pobres
hambre	hambre	como
que	que	cosas.
nosotros	nosotros	Como
~.	~.	si
Nosotros	Nosotros	ya
aunque	aunque	vamos
éramos	éramos	a
pobres	pobres	una
~,	~,	de
como	como	las
cosechábamos	cosechábamos	tierras,
nosotros	nosotros	teníamos
las	las	nosotros
tierras	tierras	el
~,	~,	pan
teníamos	teníamos	que
nosotros	nosotros	lo
el	el	cosechábamos
pan	pan	nosotros
~,	~,	y
que	que	patatas.
lo	lo	Y
cosechábamos	cosechábamos	después
nosotros	nosotros	te
~,	~,	daba
y	y	molucerdos
patatas	patatas	y
y	y	eso
después	después	pues,
cebábamos	cebábamos	ya
los	los	oteníamos
cerdos	cerdos	que
y	y	comer.
eso	eso	Pero
pues	pues	no
aún	aún	otros
teníamos	teníamos	partes
qué	qué	que
comer	comer	no
~,	~,	las
pero	pero	capitales
en	en	y
otros	otros	que
partes	partes	las
que	que	pasaron.
no	no	Mal,
~…	~…	entonces
~,	~,	cuando
las	las	la
capitales	capitales	guerra.
sí	sí	Eso
que	que	que
las	las	nosotros
pasaron	pasaron	son
~…	~…	cuando
mal	mal	la
entonces	entonces	guerra,
cuando	cuando	las
la	la	pasamos
guerra	guerra	mal,
~.	~.	pero
Pero	Pero	no
eso	eso	las
que	que	pasamos
nosotros	nosotros	tan
aún	aún	mal
cuando	cuando	por
la	la	eso.
guerra	guerra	Porque
las	las	como
pasemos	pasemos	si
mal	mal	ya
~,	~,	vamo
pero	pero	nosotros
~,	~,	salvo,
pero	pero	semana
~,	~,	la
no	no	que
no	no	termine,
las	las	stoac
pasemos	pasemos	Biblus<|es|><|transcribe|>
tan	tan	ت
mal	mal	queue
por	por	la
eso	eso
~,	~,
porque	porque
como	como
cosechábamos	cosechábamos
nosotros	nosotros
algo	algo
~,	~,
pues	pues
era	era
de	de
otra	otra
manera	manera
~.	~.
