estandar	dialectal	whisper
Las	Las	La
cuatro	cuatro	otra
reglas	reglas	regla,
~.	~.	luego
Luego	Luego	es
es	es	que
que	que	los
los	los	chicos,
chicos	chicos	como
~,	~,	en
como	como	seguida,
eso	eso	los
~,	~,	sacaban
en	en	para
seguida	seguida	el
los	los	campo,
sacaban	sacaban	no
pa'l	pa'l	lo
campo	campo	dejaban
no	no	de
los	los	estar
dejaban	dejaban	en
estar	estar	el
en	en	colegio.
el	el	Yo
colegio	colegio	más
~.	~.	correo
Yo	Yo	con
me	me	10
acuerdo	acuerdo	años,
con	con	nací
diez	diez	a
años	años	mi
nació	nació	hermana,
mi	mi	la
hermana	hermana	más
~,	~,	pequeña
la	la	yo
más	más	tenía
pequeña	pequeña	10
~,	~,	años,
yo	yo	y
tenía	tenía	ahí
diez	diez	va
años	años	el
y	y	colegio
yo	yo	alguna
iba	iba	vez.
al	al	Pero
colegio	colegio	mi
~…	~…	madre
alguna	alguna	me
vez	vez	hace
pero	pero	falta,
[OTRAS-EM]	[OTRAS-EM]	porque
mi	mi	con
madre	madre	mis
me	me	amanos
~|	~|	que
la	la	son
hacía	hacía	mechizos,
falta	falta	este
porque	porque	y
con	con	otro
mis	mis	que
hermanos	hermanos	hay
~,	~,	el
que	que	Madrid,
son	son	me
mellizos	mellizos	llevó
este	este	dos
y	y	años,
otro	otro	y
que	que	entonces
hay	hay	mi
en	en	madre
Madrid	Madrid	me
~,	~,	necesitaba
me	me	para...
llevo	llevo	Ahora
dos	dos	no
años	años	necesitaba
y	y	a
entonces	entonces	nadie,
mi	mi	y
madre	madre	entonces
me	me	no
necesitaba	necesitaba	necesitaban,
pa	pa	y
~…	~…	los
ahora	ahora	sacaban
no	no	de
necesitamos	necesitamos	el
a	a	colegio.
nadie	nadie	Y
y	y	en
entonces	entonces	Mago
nos	nos	mi
necesitaban	necesitaban	hermana,
y	y	que
los	los	se
sacaban	sacaban	lleva
del	del	a
colegio	colegio	10
~.	~.	años,
[V-Ljn]	[V-Ljn]	conmigo,
Sin	Sin	pues
embargo	embargo	ya
mi	mi	fue
hermana	hermana	hasta
que	que	al
se	se	final,
lleva	lleva	la
diez	diez	monja
años	años	es
conmigo	conmigo	al
pues	pues	colegio,
ya	ya	a
fue	fue	coser,
hasta	hasta	entonces
el	el	no
final	final	se
~,	~,	llama
a	a	muchas
las	las	labores
monjas	monjas	también.
~,	~,	En
al	al	mantelegía
colegio	colegio	de
eh	eh	cosas,
~…	~…	de
a	a	labores,
coser	coser	mucho,
porque	porque	o
entonces	entonces	la
nos	nos	estar
enseñaban	enseñaban	de
muchas	muchas	colegía.
labores	labores	Con
también	también	la
de	de	mañana
mantelerías	mantelerías	se
~,	~,	llama
de	de	las
cosas	cosas	cosas
~,	~,	del
de	de	colegio,
labores	labores	pues
mucho	mucho	va
por	por	a
las	las	estar
tardes	tardes	de
~.	~.	las
Por	Por
el	el
día	día
~,	~,
por	por
la	la
mañana	mañana
~,	~,
nos	nos
enseñaban	enseñaban
a	a
~…	~…
las	las
~,	~,
las	las
cosas	cosas
del	del
colegio	colegio
pero	pero
por	por
las	las
tardes	tardes
~,	~,
las	las
labores	labores
~.	~.
