estandar	dialectal	whisper
es	es	es
que	que	que
ya	ya	ya
el	el	el
pantalón	pantalón	pantalón
~,	~,	ya
ya	ya	no
no	no	estaba
estaba	estaba	bien
bien	bien	visto
visto	visto	para
pa	pa	la
la	la	mujer.
mujer	mujer	No.
~.	~.	No,
[HS:I1	[HS:I1	aquí
		No			No	cuando
~.	~.	una
		]			]	mujer
[HS:E2	[HS:E2	manda
		[Asent]			[Asent]	más
~.	~.	que
		]			]	un
No	No	hombre
~,	~,	en
aquí	aquí	la
~,	~,	casa
cuan-	cuan-	y
~,	~,	dice,
cuan-	cuan-	performingootmina
~,	~,	algún
cuando	cuando	sc
una	una	Sachen
mujer	mujer	de
~…	~…	con
man-	man-	tutela
~,	~,	para
m-	m-	concentrate
~,	~,	a
manda	manda	los
más	más	ratos
que	que	de
un	un	no
hombre	hombre	ser
en	en	adortisos
la	la	que
casa	casa	losDE
~,	~,	reindeer
dice	dice	aугlunciarados
«~	«~	como
esta	esta	un
lleva	lleva	oso
los	los	yするse
pantalones	pantalones	de
~»	~»	lejos,
~.	~.	o
[RISAS]	[RISAS]	no
[HS:E2	[HS:E2	controls
		Sí			Sí	de
~.	~.
		]			]
¿~	¿~
No	No
lo	lo
habéis	habéis
dicho	dicho
eso	eso
~?	~?
[HS:I1	[HS:I1
		Sí			Sí
~.	~.
		]			]
[HS:E2	[HS:E2
		Sí			Sí
~,	~,
sí	sí
~,	~,
sí	sí
~.	~.
		]			]
