estandar	dialectal	whisper
Tenía	Tenía	No
familiares	familiares	es
~,	~,	sola,
los	los	no
familiares	familiares	es
~,	~,	familia,
[HS:I3	[HS:I3	eres
		Mi			Mi	un
madre	madre	madre,
~.	~.	es
		]			]	un
la	la	madre,
madre	madre	es
~,	~,	tan
el	el	usual.
padre	padre	Tía
~,	~,	la
[HS:I3	[HS:I3	casa,
		Aquí			Aquí	la
~,	~,	fiamas
en	en	todo.
casa	casa	No
lo	lo	das,
hacíamos	hacíamos	no.
todo	todo	En
~.	~.	casa
[A-Inn]	[A-Inn]	antes.
En	En	Yo
casa	casa	no
~,	~,	lo
yo	yo	pongo,
a	a	en
los	los	casa
seis	seis	no
en	en	sé,
casa	casa	en
~.	~.	casa
		]			]	no
o	o	sé,
sea	sea	la
[V-Sml]	[V-Sml]	clínica
la	la	se
tía	tía	ha
~,	~,	dado
las	las	terminada,
cuñadas	cuñadas	se
~…	~…	daba
[V-Sml]	[V-Sml]	aquí.
En	En	No
casa	casa	había
~,	~,
[V-Sml]	[V-Sml]
antes	antes
no	no
se	se
iba	iba
a	a
las	las
clínicas	clínicas
a	a
dar	dar
a	a
luz	luz
ni	ni
nada	nada
~,	~,
se	se
daba	daba
aquí	aquí
~.	~.
