estandar	dialectal	whisper
Lo	Lo	Lo
normal	normal	normal,
~.	~.	hombre,
Hombre	Hombre	no
~,	~,	tampoco
no	no	para
tampoco	tampoco	matar
pa	pa	los
matarlo	matalo	miadés,
ni	ni	o
na	na	las
de	de	estaba,
eso	eso	pero
~,	~,	¿qué?
lo	lo	Vale,
asustaba	asustaba	¿vale?
~,	~,	Toma
pero	pero	un
~¡~	~¡~	poco
ale	ale	miedo,
~!	~!	¿verdad?
~,	~,	Sí,
tomaba	tomaba	él
un	un	va
poco	poco	a
miedo	miedo	pegar
~.	~.	un
Pero	Pero	maestro
ahora	ahora	con
~…	~…	coro,
Enseguida	Enseguía	ni
le	le	una
va	va	bofeta,
a	a	ni
pegar	pegar	terranda
un	un	que
maestro	maestro	se
un	un	pase
coscorrón	coscorrón	los
~…	~…	padres
ni	ni	con
una	una	los
bofetada	bofetá	maestros
ni	ni	y
~…	~…	con
Tardan	Tardan	todo,
de	de	pero
que	que
les	les
pasen	pasen
los	los
padres	padres
con	con
los	los
maestros	maestros
y	y
~,	~,
y	y
~,	~,
y	y
con	con
to	to
dios	dios
~.	~.
Pero	Pero
que	que
~…	~…
