estandar	dialectal	whisper
A	A	A
vé	vé	ver,
~,	~,	por
pues	pues	aquí
aquí	aquí	leo
los	los	los
~…	~…	mojos
~,	~,	cuando
los	los	teníamos
mozos	mozos	cumpliamos
~,	~,	los
cuando	cuando	19.
teníamos	teníamos	Nos
~…	~…	hallaban
~,	~,	todas
cumplíamos	cumplíamos	las
los	los	ayuntamientos.
diecinueve	diecinueve	Nos
~,	~,	pesaba,
nos	nos	nos
tallaban	tallaban	medían.
~,	~,	Y
nos	nos	acá
llevaban	llevaban	se...
al	al	Me
ayuntamiento	ayuntamiento	era
~,	~,	cuando
nos	nos	decía
pesaban	pesaban	que
~,	~,	nos
nos	nos	hallaban,
medían	medían	nos
y	y	tallaban.
era	era	Pues
~…	~…	me
~,	~,	vean.
[OTRAS-EM]	[OTRAS-EM]	Ya
era	era	lo
cuando	cuando	voy
decían	decían	a
que	que	laño
nos	nos	siguiente,
talláramos	talláramos	a
~;	~;	20
[HS:E2	[HS:E2	por...
		[Asent]			[Asent]	Y
~.	~.	vamos
		]			]	cada
nos	nos	uno
tallábamos	tallábamos	de
con	con	nos
diecinueve	diecinueve	tocaba.
años	años	Así,
~.	~.	en
Y	Y	un
aluego	aluego	sorte,
ya	ya	cada
~,	~,	uno
al	al	de
año	año	los
siguiente	siguiente	tocaba
~,	~,	un
a	a	sitio.
los	los	Y
veinte	veinte	aumentó
~,	~,	la
pos	pos	NiEST
íbamos	íbamos	빠받
cada	cada	Shen
uno	uno
adonde	ande
nos	nos
tocaba	tocaba
~.	~.
Eso	Eso
lo	lo
sort-	sort-
~…	~…
~,	~,
hacían	hacían
un	un
sorteo	sorteo
~.	~.
A	A
cada	cada
uno	uno
le	le
tocaba	tocaba
pa	pa
un	un
~…	~…
~,	~,
pos	pos
pa	pa
un	un
sitio	sitio
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
A	A
mí	mí
me	me
tocó	tocó
ir	ir
pa	pa
~…	~…
~,	~,
pa	pa
Ceuta	Ceuta
~.	~.
